Country,Job_title,Rural,Quantity,Percentage
Poland,Geographic Information Systems Data Manager (GIS Data Manager),urban,3,0.04%
Poland,Geographic Information Systems Data Specialist (GIS Data Specialist),rural,1,0.01%
Poland,Geographic Information Systems Data Specialist (GIS Data Specialist),urban,11,0.13%
Poland,Geographic Information Systems Database Administrator (GIS Database Administrator),rural,3,0.04%
Poland,Geographic Information Systems Database Administrator (GIS Database Administrator),urban,9,0.11%
Poland,Head of Information Systems and Data Processing,urban,2,0.02%
Poland,Internet Database Specialist,rural,1,0.01%
Poland,Internet Database Specialist,urban,1,0.01%
Poland,LiDAR Data Analyst,urban,3,0.04%
Poland,Log Data Technician,urban,1,0.01%
Poland,Marketing Database Analyst,urban,2,0.02%
Poland,Medical Data Analyst,rural,1,0.01%
Poland,Naval Tactical Data System--Combat Information Center Officer,urban,1,0.01%
Poland,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",urban,2,0.02%
Poland,"Naval Tactical Data System--Combat Information Center Watch Officer, General",urban,3,0.04%
Poland,Oracle Database Administrator (Oracle DBA),rural,1,0.01%
Poland,Oracle Database Administrator (Oracle DBA),urban,6,0.07%
Poland,Reference Data Expert,urban,1,0.01%
Poland,SCADA Operator (Supervisory Control and Data Acquisition Operator),urban,1,0.01%
Poland,SQL Database Administrator,urban,10,0.12%
Poland,Scientific Database Curator,urban,1,0.01%
Poland,Survey Data Technician,urban,1,0.01%
Poland,Unemployed,rural,86,1.05%
Poland,Unemployed,urban,238,2.89%
Poland,Voice and Data Technician,rural,1,0.01%
Poland,Weight in Motion Field Data Collection Technician,urban,1,0.01%
Portugal,Analytical Data Miner,urban,1,0.01%
Portugal,Automatic Data Processing Customer Liaison (ADP Customer Liaison),urban,3,0.04%
Portugal,Automatic Data Processing Planner,urban,1,0.01%
Portugal,Automatic Data Processing Planner (ADP Planner),urban,1,0.01%
Portugal,Automatic Data Processing Systems Security Specialist (ADP Systems Security),rural,1,0.01%
Portugal,Automatic Data Processing Systems Security Specialist (ADP Systems Security),urban,4,0.05%
Portugal,Clinical Data Coordinator,urban,1,0.01%
Portugal,Clinical Data Management Associate Director,urban,1,0.01%
Portugal,Clinical Data Manager,urban,1,0.01%
Portugal,Clinical Data Specialist,urban,1,0.01%
Portugal,Computer or Data Processing Systems Consultant,rural,1,0.01%
Portugal,Computer or Data Processing Systems Consultant,urban,2,0.02%
Portugal,Data Administrator,rural,1,0.01%
Portugal,Data Administrator,urban,4,0.05%
Portugal,Data Architect,rural,1,0.01%
Portugal,Data Architect,urban,1,0.01%
Portugal,Data Base Design Analyst,rural,2,0.02%
Portugal,Data Capture Clerk,urban,2,0.02%
Portugal,Data Center Operator,urban,1,0.01%
Portugal,Data Collector,urban,1,0.01%
Portugal,Data Communications Analyst,urban,2,0.02%
Portugal,Data Communications Software Consultant,urban,5,0.06%
Portugal,Data Communications Technician,urban,1,0.01%
Portugal,Data Conversion Operator,urban,1,0.01%
Portugal,Data Coordinator,rural,1,0.01%
Portugal,Data Coordinator,urban,5,0.06%
Portugal,Data Entry Machine Operator,urban,1,0.01%
Portugal,Data Management Associate,urban,3,0.04%
Portugal,Data Management Information Technology Specialist,urban,1,0.01%
Portugal,Data Management Manager,urban,1,0.01%
Portugal,Data Manager,rural,1,0.01%
Portugal,Data Miner,urban,1,0.01%
Portugal,Data Modeling Specialist,urban,1,0.01%
Portugal,Data Officer,urban,3,0.04%
Portugal,Data Processing Clerk,rural,1,0.01%
Portugal,Data Processing Consultant,urban,5,0.06%
Portugal,Data Processing Control Clerk,urban,1,0.01%
Portugal,Data Processing Equipment Repairer,rural,1,0.01%
Portugal,Data Processing Manager,rural,3,0.04%
Portugal,Data Processing Manager,urban,1,0.01%
Portugal,Data Processing Services Sales Representative,urban,1,0.01%
Portugal,Data Processing Systems Project Planner,urban,2,0.02%
Portugal,Data Processor,urban,1,0.01%
Portugal,Data Recovery Planner,urban,3,0.04%
Portugal,Data Reduction Technician,urban,1,0.01%
Portugal,Data Scientist,rural,2,0.02%
Portugal,Data Scientist,urban,2,0.02%
Portugal,Data Security Analyst,urban,4,0.05%
Portugal,Data Storage Specialist,rural,1,0.01%
Portugal,Data Storage Specialist,urban,1,0.01%
Portugal,Data Warehouse Analyst,urban,2,0.02%
Portugal,Data Warehouse Architect,rural,1,0.01%
Portugal,Data Warehouse Architect,urban,1,0.01%
Portugal,Data Warehouse Specialist,urban,1,0.01%
Portugal,Data Warehousing Engineer,rural,1,0.01%
Portugal,Data Warehousing Manager,urban,1,0.01%
Portugal,Database Administration Associate,urban,2,0.02%
Portugal,Database Administration Manager,rural,1,0.01%
Portugal,Database Architect,urban,3,0.04%
Portugal,Database Consultant,urban,2,0.02%
Portugal,Database Coordinator,rural,1,0.01%
Portugal,Database Coordinator,urban,1,0.01%
Portugal,Database Development and Administration Project Manager,urban,1,0.01%
Portugal,Database Engineer,urban,2,0.02%
Portugal,Database Management System Specialist (DBMS Specialist),urban,1,0.01%
Portugal,Database Manager,rural,1,0.01%
Portugal,Database Manager,urban,2,0.02%
Portugal,Database Marketing Analyst,urban,1,0.01%
Portugal,Database Software Technician,rural,1,0.01%
Portugal,Database Software Technician,urban,1,0.01%
Portugal,Database Specialist,urban,3,0.04%
Portugal,Databases Computer Consultant,urban,1,0.01%
Portugal,Databases Software Consultant,urban,3,0.04%
Portugal,Electronic Data Interchange System Developer (EDI System Developer),rural,1,0.01%
Portugal,Electronic Data Interchange System Developer (EDI System Developer),urban,2,0.02%
Portugal,Electronic Data Processing Auditor (EDP Auditor),urban,3,0.04%
Portugal,"Engineer, System Electronic Data Processing (Engineer, System EDP)",urban,1,0.01%
Portugal,Field Traffic Data Technician,urban,1,0.01%
Portugal,Geographic Information Systems Data Administrator (GIS Data Administrator),urban,3,0.04%
Portugal,Geographic Information Systems Data Manager (GIS Data Manager),urban,1,0.01%
Portugal,Geographic Information Systems Data Specialist (GIS Data Specialist),rural,1,0.01%
Portugal,Geographic Information Systems Data Specialist (GIS Data Specialist),urban,1,0.01%
Portugal,Geographic Information Systems Database Administrator (GIS Database Administrator),rural,1,0.01%
Portugal,Internet Database Specialist,urban,1,0.01%
Portugal,LiDAR Data Analyst,rural,1,0.01%
Portugal,Log Data Technician,urban,1,0.01%
Portugal,Micro Computer Data Processor,urban,1,0.01%
Portugal,Oracle Database Administrator (Oracle DBA),urban,1,0.01%
Portugal,SQL Database Administrator,urban,2,0.02%
Portugal,Unemployed,rural,17,0.21%
Portugal,Unemployed,urban,41,0.5%
Romania,Analytical Data Miner,urban,1,0.01%
Romania,Automatic Data Processing Customer Liaison (ADP Customer Liaison),rural,2,0.02%
Romania,Automatic Data Processing Customer Liaison (ADP Customer Liaison),urban,3,0.04%
Romania,Automatic Data Processing Planner,urban,3,0.04%
Romania,Automatic Data Processing Planner (ADP Planner),urban,3,0.04%
Romania,Automatic Data Processing Systems Security Specialist (ADP Systems Security),rural,1,0.01%
Romania,Automatic Data Processing Systems Security Specialist (ADP Systems Security),urban,2,0.02%
Romania,Business Database Analyst,urban,2,0.02%
Romania,Clinical Data Analyst,urban,1,0.01%
Romania,Clinical Data Associate,urban,2,0.02%
Romania,Clinical Data Manager,urban,2,0.02%
Romania,Computer or Data Processing Systems Consultant,rural,2,0.02%
Romania,Computer or Data Processing Systems Consultant,urban,4,0.05%
Romania,Crime Data Specialist,rural,1,0.01%
Romania,Customer Data Technician,urban,1,0.01%
Romania,Data Abstractor,rural,1,0.01%
Romania,Data Administrator,urban,5,0.06%
Romania,Data Analysis Assistant,urban,2,0.02%
Romania,Data Architect,rural,1,0.01%
Romania,Data Architect,urban,4,0.05%
Romania,Data Base Design Analyst,urban,2,0.02%
Romania,Data Center Operator,urban,2,0.02%
Romania,Data Coder Operator,urban,1,0.01%
Romania,Data Collection Technician,urban,2,0.02%
Romania,Data Communications Analyst,urban,1,0.01%
Romania,Data Communications Software Consultant,urban,1,0.01%
Romania,Data Compiler,urban,1,0.01%
Romania,Data Coordinator,urban,3,0.04%
Romania,Data Entry Clerk,rural,1,0.01%
Romania,Data Entry Operator,urban,1,0.01%
Romania,Data Entry Representative,urban,1,0.01%
Romania,Data Entry Specialist,urban,1,0.01%
Romania,Data Entry Supervisor,rural,1,0.01%
Romania,Data Entry Technician,rural,1,0.01%
Romania,Data Entry Technician,urban,1,0.01%
Romania,Data Input Clerk,rural,1,0.01%
Romania,Data Input Clerk,urban,1,0.01%
Romania,Data Management Associate,urban,7,0.09%
Romania,Data Management Information Technology Specialist,urban,2,0.02%
Romania,Data Management Manager,urban,1,0.01%
Romania,Data Miner,urban,3,0.04%
Romania,Data Modeler,rural,1,0.01%
Romania,Data Modeler,urban,1,0.01%
Romania,Data Modeling Specialist,rural,1,0.01%
Romania,Data Modeling Specialist,urban,1,0.01%
Romania,Data Officer,rural,1,0.01%
Romania,Data Officer,urban,6,0.07%
Romania,Data Processing Auditor,rural,2,0.02%
Romania,Data Processing Auditor,urban,1,0.01%
Romania,Data Processing Consultant,urban,2,0.02%
Romania,Data Processing Manager,rural,1,0.01%
Romania,Data Processing Systems Analyst,urban,1,0.01%
Romania,Data Processing Systems Project Planner,rural,1,0.01%
Romania,Data Processing Systems Project Planner,urban,6,0.07%
Romania,Data Processor,rural,1,0.01%
Romania,Data Processor,urban,1,0.01%
Romania,Data Sciences Director,urban,1,0.01%
Romania,Data Security Administrator,urban,3,0.04%
Romania,Data Security Analyst,rural,1,0.01%
Romania,Data Security Analyst,urban,4,0.05%
Romania,Data Storage Specialist,rural,1,0.01%
Romania,Data Storage Specialist,urban,4,0.05%
Romania,Data Systems Manager,rural,1,0.01%
Romania,Data Systems Manager,urban,1,0.01%
Romania,Data Warehouse Analyst,rural,1,0.01%
Romania,Data Warehouse Analyst,urban,1,0.01%
Romania,Data Warehouse Architect,urban,2,0.02%
Romania,Data Warehouse Developer,urban,2,0.02%
Romania,Data Warehouse Specialist,rural,1,0.01%
Romania,Data Warehouse Specialist,urban,1,0.01%
Romania,Data Warehousing Engineer,urban,4,0.05%
Romania,Data Warehousing Manager,urban,3,0.04%
Romania,Data Warehousing Specialist,rural,1,0.01%
Romania,Data Warehousing Specialist,urban,2,0.02%
Romania,Database Administration Associate,rural,1,0.01%
Romania,Database Administration Associate,urban,2,0.02%
Romania,Database Administration Manager,urban,2,0.02%
Romania,Database Analyst,urban,3,0.04%
Romania,Database Architect,urban,4,0.05%
Romania,Database Consultant,urban,7,0.09%
Romania,Database Design Analyst,rural,1,0.01%
Romania,Database Design Analyst,urban,1,0.01%
Romania,Database Designer,rural,1,0.01%
Romania,Database Designer,urban,2,0.02%
Romania,Database Development and Administration Project Manager,urban,2,0.02%
Romania,Database Engineer,rural,1,0.01%
Romania,Database Engineer,urban,2,0.02%
Romania,Database Management System Specialist (DBMS Specialist),urban,4,0.05%
Romania,Database Manager,rural,1,0.01%
Romania,Database Manager,urban,1,0.01%
Romania,Database Modeler,rural,1,0.01%
Romania,Database Programmer,urban,2,0.02%
Romania,Database Security Administrator,urban,2,0.02%
Romania,Database Security Expert,urban,1,0.01%
Romania,Database Software Technician,urban,1,0.01%
Romania,Database Specialist,urban,5,0.06%
Romania,Database Technician,urban,1,0.01%
Romania,Database Tester,urban,6,0.07%
Romania,Databases Computer Consultant,urban,4,0.05%
Romania,Databases Software Consultant,rural,1,0.01%
Romania,Databases Software Consultant,urban,2,0.02%
Romania,Director of Data Operations,urban,4,0.05%
Romania,Electronic Data Interchange System Developer (EDI System Developer),urban,2,0.02%
Romania,Electronic Data Processing Auditor (EDP Auditor),urban,4,0.05%
Romania,"Engineer, System Electronic Data Processing (Engineer, System EDP)",urban,3,0.04%
Romania,Field Artillery Automated Tactical Data System Specialist,rural,1,0.01%
Romania,Field Artillery Automated Tactical Data System Specialist,urban,1,0.01%
Romania,Field Traffic Data Technician,urban,2,0.02%
Romania,GPS Field Data Collector (Global Positioning System Field Data Collector),urban,1,0.01%
Romania,Geographic Information Systems Data Administrator (GIS Data Administrator),urban,2,0.02%
Romania,Geographic Information Systems Data Manager (GIS Data Manager),urban,2,0.02%
Romania,Geographic Information Systems Data Specialist (GIS Data Specialist),rural,1,0.01%
Romania,Head of Information Systems and Data Processing,rural,2,0.02%
Romania,Head of Information Systems and Data Processing,urban,4,0.05%
Romania,Health Data Analyst,urban,1,0.01%
Romania,Internet Database Specialist,urban,1,0.01%
Romania,Marketing Database Analyst,urban,1,0.01%
Romania,Medical Data Analyst,urban,1,0.01%
Romania,Micro Computer Data Processor,urban,1,0.01%
Romania,Naval Tactical Data System--Combat Information Center Officer,urban,1,0.01%
Romania,Oracle Database Administrator (Oracle DBA),urban,2,0.02%
Romania,Reference Data Expert,urban,2,0.02%
Romania,SCADA Operator (Supervisory Control and Data Acquisition Operator),urban,1,0.01%
Romania,SCADA Technician (Supervisory Control and Data Acquisition Technician),urban,1,0.01%
Romania,SQL Database Administrator,rural,1,0.01%
Romania,SQL Database Administrator,urban,3,0.04%
Romania,Unemployed,rural,11,0.13%
Romania,Unemployed,urban,75,0.91%
Romania,Voice and Data Technician,urban,1,0.01%
Slovakia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),rural,1,0.01%
Slovakia,Automatic Data Processing Planner,rural,1,0.01%
Slovakia,Automatic Data Processing Planner,urban,1,0.01%
Slovakia,Automatic Data Processing Planner (ADP Planner),urban,1,0.01%
Slovakia,Automatic Data Processing Systems Security Specialist (ADP Systems Security),urban,4,0.05%
Slovakia,Computer or Data Processing Systems Consultant,rural,1,0.01%
Slovakia,Computer or Data Processing Systems Consultant,urban,1,0.01%
Slovakia,Data Acquisition Technician,rural,1,0.01%
Slovakia,Data Administrator,urban,2,0.02%
Slovakia,Data Base Design Analyst,urban,1,0.01%
Slovakia,Data Capture Specialist,urban,1,0.01%
Slovakia,Data Communications Analyst,urban,1,0.01%
Slovakia,Data Conversion Operator,urban,1,0.01%
Slovakia,Data Management Associate,urban,2,0.02%
Slovakia,Data Management Information Technology Specialist,rural,1,0.01%
Slovakia,Data Officer,urban,2,0.02%
Slovakia,Data Operations Director,urban,1,0.01%
Slovakia,Data Processing Auditor,urban,3,0.04%
Slovakia,Data Processing Consultant,rural,1,0.01%
Slovakia,Data Processing Manager,urban,1,0.01%
Slovakia,Data Processing Systems Analyst,rural,1,0.01%
Slovakia,Data Processing Systems Project Planner,rural,2,0.02%
Slovakia,Data Reviewer,urban,1,0.01%
Slovakia,Data Scientist,urban,3,0.04%
Slovakia,Data Security Analyst,rural,3,0.04%
Slovakia,Data Systems Manager,urban,1,0.01%
Slovakia,Data Transcriber,urban,1,0.01%
Slovakia,Data Warehouse Analyst,urban,1,0.01%
Slovakia,Data Warehouse Developer,urban,1,0.01%
Slovakia,Data Warehouse Specialist,urban,1,0.01%
Slovakia,Data Warehousing Engineer,rural,1,0.01%
Slovakia,Data Warehousing Manager,rural,1,0.01%
Slovakia,Data Warehousing Specialist,urban,1,0.01%
Slovakia,Database Consultant,rural,1,0.01%
Slovakia,Database Engineer,urban,1,0.01%
Slovakia,Database Management System Specialist (DBMS Specialist),rural,1,0.01%
Slovakia,Database Management System Specialist (DBMS Specialist),urban,1,0.01%
Slovakia,Database Manager,urban,3,0.04%
Slovakia,Database Security Administrator,rural,1,0.01%
Slovakia,Database Specialist,urban,1,0.01%
Slovakia,Database Tester,rural,1,0.01%
Slovakia,Databases Computer Consultant,urban,1,0.01%
Slovakia,Databases Software Consultant,urban,1,0.01%
Slovakia,Flight Data Technician,urban,1,0.01%
Slovakia,Geographic Information Systems Data Administrator (GIS Data Administrator),rural,1,0.01%
Slovakia,Geographic Information Systems Data Administrator (GIS Data Administrator),urban,2,0.02%
Slovakia,Geographic Information Systems Data Manager (GIS Data Manager),urban,1,0.01%
Slovakia,Internet Database Specialist,rural,1,0.01%
Slovakia,Unemployed,rural,7,0.09%
Slovakia,Unemployed,urban,22,0.27%
Slovenia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),rural,1,0.01%
Slovenia,Automatic Data Processing Planner,urban,1,0.01%
Slovenia,Clinical Data Associate,rural,1,0.01%
Slovenia,Data Center Operator,rural,1,0.01%
Slovenia,Data Communications Software Consultant,rural,1,0.01%
Slovenia,Data Management Information Technology Specialist,rural,1,0.01%
Slovenia,Data Processing Auditor,urban,1,0.01%
Slovenia,Data Processing Systems Analyst,rural,1,0.01%
Slovenia,Data Security Administrator,urban,1,0.01%
Slovenia,Data Systems Manager,urban,1,0.01%
Slovenia,Data Warehouse Architect,rural,1,0.01%
Slovenia,Data Warehousing Manager,rural,1,0.01%
Slovenia,Database Administration Manager,rural,1,0.01%
Slovenia,Database Developer,rural,1,0.01%
Slovenia,Database Modeler,urban,1,0.01%
Slovenia,Databases Computer Consultant,urban,1,0.01%
Slovenia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",urban,1,0.01%
Slovenia,Unemployed,rural,5,0.06%
Slovenia,Unemployed,urban,6,0.07%
Spain,Analytical Data Miner,urban,1,0.01%
Spain,Automatic Data Processing Customer Liaison (ADP Customer Liaison),rural,2,0.02%
Spain,Automatic Data Processing Customer Liaison (ADP Customer Liaison),urban,9,0.11%
Spain,Automatic Data Processing Planner,rural,1,0.01%
Spain,Automatic Data Processing Planner,urban,8,0.1%
Spain,Automatic Data Processing Planner (ADP Planner),urban,11,0.13%
Spain,Automatic Data Processing Systems Security Specialist (ADP Systems Security),rural,2,0.02%
Spain,Automatic Data Processing Systems Security Specialist (ADP Systems Security),urban,5,0.06%
Spain,Business Database Analyst,urban,2,0.02%
Spain,Clinical Data Abstractor,urban,1,0.01%
Spain,Clinical Data Associate,urban,2,0.02%
Spain,Clinical Data Management Manager (CDM Manager),rural,1,0.01%
Spain,Clinical Data Management Manager (CDM Manager),urban,2,0.02%
Spain,Clinical Data Manager,urban,2,0.02%
Spain,Clinical Data Specialist,urban,1,0.01%
Spain,Computer or Data Processing Systems Consultant,rural,1,0.01%
Spain,Computer or Data Processing Systems Consultant,urban,8,0.1%
Spain,Crime Data Specialist,urban,1,0.01%
Spain,Data Administrator,urban,2,0.02%
Spain,Data Analysis Assistant,urban,1,0.01%
Spain,Data Analyst,urban,1,0.01%
Spain,Data Architect,rural,1,0.01%
Spain,Data Architect,urban,7,0.09%
Spain,Data Base Design Analyst,urban,6,0.07%
Spain,Data Collector,rural,1,0.01%
Spain,Data Communications Analyst,urban,5,0.06%
Spain,Data Communications Software Consultant,rural,1,0.01%
Spain,Data Communications Software Consultant,urban,9,0.11%
Spain,Data Communications Technician,urban,2,0.02%
Spain,Data Compiler,rural,1,0.01%
Spain,Data Compiler,urban,3,0.04%
Spain,Data Control Clerk Supervisor,urban,1,0.01%
Spain,Data Conversion Operator,urban,1,0.01%
Spain,Data Coordinator,rural,1,0.01%
Spain,Data Coordinator,urban,9,0.11%
Spain,Data Entry Associate,rural,1,0.01%
Spain,Data Entry Machine Operator,rural,2,0.02%
Spain,Data Entry Machine Operator,urban,1,0.01%
Spain,Data Entry Operator,urban,1,0.01%
Spain,Data Entry Representative,urban,1,0.01%
Spain,Data Entry Specialist,rural,1,0.01%
Spain,Data Entry Supervisor,urban,1,0.01%
Spain,Data Examination Clerk,urban,1,0.01%
Spain,Data Input Clerk,urban,1,0.01%
Spain,Data Keyer,urban,1,0.01%
Spain,Data Management Associate,rural,1,0.01%
Spain,Data Management Associate,urban,9,0.11%
Spain,Data Management Information Technology Specialist,urban,5,0.06%
Spain,Data Management Manager,urban,1,0.01%
Spain,Data Miner,rural,2,0.02%
Spain,Data Miner,urban,3,0.04%
Spain,Data Modeler,urban,1,0.01%
Spain,Data Modeling Specialist,rural,2,0.02%
Spain,Data Modeling Specialist,urban,7,0.09%
Spain,Data Officer,urban,2,0.02%
Spain,Data Operations Director,urban,4,0.05%
Spain,Data Processing Auditor,rural,1,0.01%
Spain,Data Processing Auditor,urban,3,0.04%
Spain,Data Processing Auxiliary Equipment Operator,urban,2,0.02%
Spain,Data Processing Clerk,rural,1,0.01%
Spain,Data Processing Clerk,urban,2,0.02%
Spain,Data Processing Consultant,rural,1,0.01%
Spain,Data Processing Consultant,urban,5,0.06%
Spain,Data Processing Equipment Repairer,rural,1,0.01%
Spain,Data Processing Equipment Repairer,urban,3,0.04%
Spain,Data Processing Manager,urban,8,0.1%
Spain,Data Processing Mechanic,urban,1,0.01%
Spain,Data Processing Supervisor,urban,2,0.02%
Spain,Data Processing Systems Analyst,rural,1,0.01%
Spain,Data Processing Systems Analyst,urban,9,0.11%
Spain,Data Processing Systems Project Planner,rural,1,0.01%
Spain,Data Processing Systems Project Planner,urban,7,0.09%
Spain,Data Recovery Planner,rural,1,0.01%
Spain,Data Recovery Planner,urban,1,0.01%
Spain,Data Reduction Technician,urban,4,0.05%
Spain,Data Reviewer,urban,1,0.01%
Spain,Data Sciences Director,rural,1,0.01%
Spain,Data Sciences Director,urban,4,0.05%
Spain,Data Scientist,urban,7,0.09%
Spain,Data Security Administrator,rural,2,0.02%
Spain,Data Security Administrator,urban,9,0.11%
Spain,Data Security Analyst,rural,2,0.02%
Spain,Data Security Analyst,urban,8,0.1%
Spain,Data Storage Specialist,rural,1,0.01%
Spain,Data Storage Specialist,urban,4,0.05%
Spain,Data Systems Manager,rural,1,0.01%
Spain,Data Systems Manager,urban,10,0.12%
Spain,Data Technician,urban,2,0.02%
Spain,Data Transcriber,urban,2,0.02%
Spain,Data Typist,urban,1,0.01%
Spain,Data Warehouse Analyst,rural,1,0.01%
Spain,Data Warehouse Analyst,urban,7,0.09%
Spain,Data Warehouse Architect,rural,1,0.01%
Spain,Data Warehouse Architect,urban,8,0.1%
Spain,Data Warehouse Developer,urban,2,0.02%
Spain,Data Warehouse Specialist,rural,2,0.02%
Spain,Data Warehouse Specialist,urban,7,0.09%
Spain,Data Warehousing Engineer,rural,1,0.01%
Spain,Data Warehousing Engineer,urban,4,0.05%
Spain,Data Warehousing Manager,urban,5,0.06%
Spain,Data Warehousing Specialist,urban,3,0.04%
Spain,Database Administration Associate,urban,7,0.09%
Spain,Database Administration Manager,rural,3,0.04%
Spain,Database Administration Manager,urban,5,0.06%
Spain,Database Administration Project Manager,urban,2,0.02%
Spain,Database Architect,rural,1,0.01%
Spain,Database Architect,urban,7,0.09%
Spain,Database Consultant,urban,3,0.04%
Spain,Database Coordinator,rural,3,0.04%
Spain,Database Coordinator,urban,9,0.11%
Spain,Database Design Analyst,urban,4,0.05%
Spain,Database Designer,rural,3,0.04%
Spain,Database Designer,urban,2,0.02%
Spain,Database Developer,urban,1,0.01%
Spain,Database Development Project Manager,rural,1,0.01%
Spain,Database Development Project Manager,urban,1,0.01%
Spain,Database Development and Administration Project Manager,rural,2,0.02%
Spain,Database Development and Administration Project Manager,urban,11,0.13%
Spain,Database Engineer,rural,1,0.01%
Spain,Database Engineer,urban,10,0.12%
Spain,Database Management System Specialist (DBMS Specialist),rural,3,0.04%
Spain,Database Management System Specialist (DBMS Specialist),urban,10,0.12%
Spain,Database Manager,rural,1,0.01%
Spain,Database Manager,urban,8,0.1%
Spain,Database Marketing Analyst,rural,2,0.02%
Spain,Database Marketing Analyst,urban,4,0.05%
Spain,Database Modeler,rural,1,0.01%
Spain,Database Modeler,urban,1,0.01%
Spain,Database Security Administrator,rural,1,0.01%
Spain,Database Security Administrator,urban,7,0.09%
Spain,Database Security Expert,rural,2,0.02%
Spain,Database Security Expert,urban,6,0.07%
Spain,Database Software Technician,rural,2,0.02%
Spain,Database Software Technician,urban,6,0.07%
Spain,Database Specialist,rural,1,0.01%
Spain,Database Specialist,urban,4,0.05%
Spain,Database Technician,urban,1,0.01%
Spain,Database Tester,rural,1,0.01%
Spain,Database Tester,urban,2,0.02%
Spain,Databases Computer Consultant,rural,1,0.01%
Spain,Databases Computer Consultant,urban,4,0.05%
Spain,Databases Software Consultant,urban,7,0.09%
Spain,Datastage Developer,urban,1,0.01%
Spain,Director of Data Operations,urban,8,0.1%
Spain,Electronic Data Interchange System Developer (EDI System Developer),urban,9,0.11%
Spain,Electronic Data Processing Auditor (EDP Auditor),urban,6,0.07%
Spain,"Engineer, System Electronic Data Processing (Engineer, System EDP)",urban,5,0.06%
Spain,Field Artillery Automated Tactical Data System Specialist,urban,2,0.02%
Spain,Field Traffic Data Technician,urban,1,0.01%
Spain,Flight Data Technician,urban,1,0.01%
Spain,Flight Test Data Acquisition Technician,urban,3,0.04%
Spain,Geographic Information Systems Data Administrator (GIS Data Administrator),rural,1,0.01%
Spain,Geographic Information Systems Data Administrator (GIS Data Administrator),urban,8,0.1%
Spain,Geographic Information Systems Data Manager (GIS Data Manager),rural,3,0.04%
Spain,Geographic Information Systems Data Manager (GIS Data Manager),urban,7,0.09%
Spain,Geographic Information Systems Data Specialist (GIS Data Specialist),urban,5,0.06%
Spain,Geographic Information Systems Database Administrator (GIS Database Administrator),rural,1,0.01%
Spain,Geographic Information Systems Database Administrator (GIS Database Administrator),urban,7,0.09%
Spain,Head of Information Systems and Data Processing,rural,2,0.02%
Spain,Head of Information Systems and Data Processing,urban,6,0.07%
Spain,Health Data Analyst,urban,2,0.02%
Spain,Internet Database Specialist,rural,2,0.02%
Spain,Internet Database Specialist,urban,1,0.01%
Spain,LiDAR Data Analyst,urban,2,0.02%
Spain,Maintenance Data Analyst,urban,1,0.01%
Spain,Marketing Database Analyst,rural,1,0.01%
Spain,Medical Data Analyst,urban,1,0.01%
Spain,Micro Computer Data Processor,rural,1,0.01%
Spain,Micro Computer Data Processor,urban,2,0.02%
Spain,Naval Tactical Data System--Combat Information Center Officer,urban,3,0.04%
Spain,"Operations Officer, Afloat (Naval Tactical Data Systems)",urban,1,0.01%
Spain,Oracle Database Administrator (Oracle DBA),urban,7,0.09%
Spain,Reference Data Expert,rural,1,0.01%
Spain,Reference Data Expert,urban,1,0.01%
Spain,SCADA Operator (Supervisory Control and Data Acquisition Operator),urban,1,0.01%
Spain,SCADA Technician (Supervisory Control and Data Acquisition Technician),urban,1,0.01%
Spain,SQL Database Administrator,rural,3,0.04%
Spain,SQL Database Administrator,urban,5,0.06%
Spain,Scientific Database Curator,urban,2,0.02%
Spain,Survey Data Technician,urban,1,0.01%
Spain,Unemployed,rural,108,1.31%
Spain,Unemployed,urban,315,3.83%
Spain,Voice and Data Technician,urban,2,0.02%
Spain,Weight in Motion Field Data Collection Technician,urban,4,0.05%
Sweden,Automatic Data Processing Customer Liaison (ADP Customer Liaison),urban,2,0.02%
Sweden,Automatic Data Processing Planner,urban,4,0.05%
Sweden,Automatic Data Processing Planner (ADP Planner),urban,2,0.02%
Sweden,Automatic Data Processing Systems Security Specialist (ADP Systems Security),urban,1,0.01%
Sweden,Clinical Data Management Manager (CDM Manager),urban,1,0.01%
Sweden,Computer or Data Processing Systems Consultant,urban,2,0.02%
Sweden,Crime Data Specialist,urban,1,0.01%
Sweden,Data Acquisition Technician,rural,1,0.01%
Sweden,Data Administrator,rural,1,0.01%
Sweden,Data Analysis Assistant,urban,1,0.01%
Sweden,Data Center Operator,urban,1,0.01%
Sweden,Data Coder Operator,urban,2,0.02%
Sweden,Data Collection Technician,rural,1,0.01%
Sweden,Data Communications Analyst,rural,1,0.01%
Sweden,Data Communications Software Consultant,urban,1,0.01%
Sweden,Data Conversion Operator,rural,1,0.01%
Sweden,Data Coordinator,urban,2,0.02%
Sweden,Data Entry Associate,urban,1,0.01%
Sweden,Data Entry Operator,urban,1,0.01%
Sweden,Data Entry Representative,rural,1,0.01%
Sweden,Data Management Information Technology Specialist,urban,1,0.01%
Sweden,Data Modeler,urban,1,0.01%
Sweden,Data Modeling Specialist,rural,1,0.01%
Sweden,Data Officer,urban,2,0.02%
Sweden,Data Processing Manager,rural,1,0.01%
Sweden,Data Processing Manager,urban,2,0.02%
Sweden,Data Reduction Technician,urban,1,0.01%
